11300000	200	551	269	
11350000	208	615	287	
11400000	206	587	275	
11450000	196	624	268	
11500000	195	565	234	
11550000	210	651	296	
11600000	214	579	272	
11650000	196	685	272	
11700000	194	649	273	
11750000	217	583	303	
11800000	211	551	298	
11850000	217	793	270	
11900000	207	658	278	
50000	452	39	729	
100000	308	67	668	
150000	246	141	474	
200000	250	219	418	
250000	246	221	472	
300000	233	363	408	
350000	206	427	368	
400000	233	571	324	
450000	262	509	339	
500000	251	525	331	
550000	244	502	341	
600000	229	504	302	
650000	266	482	325	
700000	242	560	300	
750000	255	492	316	
800000	295	678	352	
850000	264	702	315	
900000	280	716	323	
950000	281	721	340	
1000000	255	737	290	
1050000	299	796	335	
1100000	292	761	320	
1150000	297	825	337	
1200000	289	857	332	
1250000	273	804	331	
1300000	267	696	307	
1350000	277	783	335	
1400000	281	653	317	
1450000	257	768	304	
1500000	291	623	320	
1550000	284	698	327	
1600000	288	862	333	
1650000	297	871	347	
1700000	312	882	349	
1750000	278	831	322	
1800000	314	861	349	
1850000	292	852	353	
1900000	287	724	324	
1950000	281	886	318	
2000000	316	777	370	
2050000	298	894	345	
2100000	317	871	369	
2150000	319	874	353	
2200000	302	898	361	
2250000	306	874	364	
2300000	318	817	366	
2350000	262	726	296	
2400000	265	739	300	
2450000	275	705	329	
2500000	280	808	336	
2550000	267	738	334	
2600000	258	728	304	
2650000	270	745	322	
2700000	297	912	368	
2750000	286	795	330	
2800000	272	789	313	
2850000	265	763	303	
2900000	274	709	320	
2950000	255	748	305	
3000000	291	743	359	
3050000	252	646	301	
3100000	246	657	299	
3150000	261	751	308	
3200000	258	738	311	
3250000	295	776	355	
3300000	266	741	315	
3350000	258	704	316	
3400000	262	717	330	
3450000	268	661	315	
3500000	272	774	347	
3550000	274	731	342	
3600000	279	739	333	
3650000	263	664	325	
3700000	283	764	329	
3750000	269	737	351	
3800000	283	715	336	
3850000	290	680	340	
3900000	274	724	337	
3950000	260	731	310	
4000000	253	679	308	
4050000	277	760	332	
4100000	255	764	318	
4150000	265	747	331	
4200000	299	783	363	
4250000	268	738	314	
4300000	262	733	311	
4350000	271	797	336	
4400000	261	732	320	
4450000	280	780	331	
4500000	265	780	316	
4550000	266	888	323	
4600000	290	849	343	
4650000	289	823	367	
4700000	256	779	316	
4750000	257	765	332	
4800000	275	797	347	
4850000	266	780	319	
4900000	266	690	355	
4950000	259	718	305	
5000000	274	737	329	
5050000	275	779	341	
5100000	282	767	315	
5150000	262	739	323	
5200000	270	764	315	
5250000	284	865	333	
5300000	289	793	337	
5350000	292	756	345	
5400000	278	881	334	
5450000	265	782	314	
5500000	263	732	335	
5550000	288	777	342	
5600000	274	765	335	
5650000	258	776	313	
5700000	288	741	355	
5750000	266	804	321	
5800000	255	791	298	
5850000	277	783	320	
5900000	271	759	334	
5950000	272	726	317	
6000000	260	798	304	
6050000	251	744	307	
6100000	267	811	333	
6150000	293	809	369	
6200000	278	763	346	
6250000	284	749	323	
6300000	275	721	327	
6350000	257	739	299	
6400000	287	853	344	
6450000	277	764	327	
6500000	280	776	334	
6550000	259	630	316	
6600000	277	726	335	
6650000	260	819	335	
6700000	263	747	331	
6750000	266	692	340	
6800000	252	640	349	
6850000	231	650	307	
6900000	269	671	323	
6950000	252	705	316	
7000000	273	764	313	
7050000	271	863	363	
7100000	257	846	336	
7150000	278	794	324	
7200000	276	713	360	
7250000	255	773	323	
7300000	275	709	326	
7350000	262	777	315	
7400000	284	674	342	
7450000	253	694	337	
7500000	253	791	336	
7550000	253	768	319	
7600000	265	796	335	
7650000	281	823	346	
7700000	249	758	335	
7750000	254	765	316	
7800000	279	858	325	
7850000	269	737	334	
7900000	236	727	293	
7950000	256	821	317	
8000000	258	729	357	
8050000	268	771	336	
8100000	257	728	322	
8150000	249	652	325	
8200000	265	674	340	
8250000	249	688	337	
8300000	264	771	306	
8350000	269	827	342	
8400000	258	797	321	
8450000	247	738	286	
8500000	266	836	349	
8550000	272	792	339	
8600000	267	687	322	
8650000	263	751	350	
8700000	258	846	344	
8750000	284	890	342	
8800000	273	785	350	
8850000	279	758	341	
8900000	242	650	310	
8950000	249	703	321	
9000000	242	727	294	
9050000	251	698	315	
9100000	262	693	329	
9150000	253	685	322	
9200000	238	719	301	
9250000	260	729	323	
9300000	256	767	323	
9350000	261	745	318	
9400000	281	907	330	
9450000	265	747	319	
9500000	270	700	342	
9550000	271	760	337	
9600000	266	713	327	
9650000	265	857	314	
9700000	264	869	320	
9750000	260	773	325	
9800000	270	599	324	
9850000	245	851	316	
9900000	244	827	313	
9950000	241	800	291	
10000000	266	749	356	
10050000	261	717	312	
10100000	256	695	329	
10150000	252	723	311	
10200000	244	684	321	
10250000	261	702	318	
10300000	260	819	326	
10350000	284	853	346	
10400000	253	726	351	
10450000	265	798	329	
10500000	245	753	304	
10550000	259	872	340	
10600000	254	807	353	
10650000	238	676	288	
10700000	229	638	313	
10750000	248	840	308	
10800000	243	762	299	
10850000	265	810	320	
10900000	250	815	309	
10950000	240	698	312	
11000000	261	785	339	
11050000	252	747	312	
11100000	258	741	321	
11150000	293	819	347	
11200000	282	687	333	
11250000	252	750	305	
11300000	273	769	337	
11350000	258	704	312	
11400000	268	766	340	
11450000	269	780	325	
11500000	264	662	330	
11550000	247	708	319	
11600000	254	680	310	
11650000	286	814	361	
11700000	258	796	329	
11750000	261	766	315	
11800000	257	741	319	
11850000	252	667	314	
11900000	249	657	303	
11950000	251	584	302	
12000000	247	697	295	
12050000	251	699	320	
12100000	212	686	269	
12150000	238	679	295	
12200000	247	745	325	
12250000	224	795	311	
12300000	278	945	339	
12350000	277	878	334	
12400000	272	852	368	
12450000	238	709	291	
12500000	226	657	285	
12550000	218	671	294	
12600000	245	715	320	
12650000	266	801	321	
12700000	262	821	318	
12750000	249	666	304	
12800000	232	641	285	
12850000	264	639	310	
12900000	257	625	309	
12950000	228	622	304	
13000000	242	619	328	
13050000	233	644	281	
13100000	240	606	309	
13150000	242	694	338	
13200000	238	663	290	
13250000	232	600	300	
13300000	247	683	319	
13350000	247	712	339	
13400000	246	744	301	
13450000	264	635	300	
13500000	261	766	326	
13550000	241	713	320	
13600000	238	732	293	
13650000	256	725	334	
13700000	249	714	335	
13750000	233	750	311	
13800000	236	657	299	
13850000	247	758	303	
13900000	214	697	295	
13950000	246	682	340	
14000000	254	608	349	
14050000	240	658	313	
14100000	235	747	298	
14150000	246	682	315	
14200000	265	750	344	
14250000	250	675	320	
14300000	231	682	295	
14350000	237	631	307	
14400000	232	702	301	
14450000	241	709	298	
14500000	240	703	325	
14550000	241	730	299	
14600000	260	724	344	
14650000	249	631	317	
14700000	217	598	274	
14750000	257	523	356	
14800000	230	688	299	
14850000	226	776	299	
14900000	244	717	312	
14950000	227	644	322	
15000000	239	766	310	
15050000	240	771	312	
15100000	241	685	314	
15150000	265	757	331	
50000	392	269	625	
100000	278	518	384	
150000	251	606	326	
200000	292	669	371	
250000	267	665	323	
300000	284	583	341	
350000	281	648	340	
100000	698	722	1113	
200000	574	1134	765	
300000	577	1198	773	
400000	576	1198	715	
500000	557	1078	672	
600000	550	1228	670	
700000	571	1262	675	
800000	555	1451	665	
900000	592	1695	703	
1000000	601	1542	709	
1100000	636	1491	724	
1200000	604	1661	681	
1300000	613	1792	696	
100000	687	272	1114	
200000	491	647	847	
300000	467	762	827	
400000	453	593	765	
500000	426	846	653	
600000	417	1073	608	
700000	414	1284	565	
800000	470	1198	628	
900000	474	1229	578	
1000000	497	1479	607	
1100000	537	1614	628	
1200000	568	1855	663	
1300000	566	1723	673	
1400000	554	1582	664	
1500000	518	1400	635	
